Symbol;Date; Open ; High ; Low ;Close 
ROG;2019-03-04;925.02;929.31;907.55;946.78
L.PR.B;2019-03-04;130.84;143.8;104.83;169.81
MSFT;2019-03-01;754.56;800.9;723.09;832.37
ARG;2019-02-28;940.43;988.2;904.3;1024.33
L.PR.B;2019-02-28;515.66;554.42;494.9;575.18
TSLA;2019-03-02;561.67;604.26;546.93;619.01
TSLA;2019-03-03;68.52;115.15;39.61;144.06
RBC;2019-03-03;634.37;661.06;624.48;670.96
GOOG;2019-02-28;528.99;549.14;525.77;552.36
ROG;2019-03-02;219.63;230.49;215.37;234.75
L.PR.B;2019-03-03;319.84;345.48;300.3;365.02
TSLA;2019-03-03;188.53;198.85;154.08;233.3
ARG;2019-03-04;210.98;248.13;169.26;289.85
ROG;2019-03-04;614.56;632.79;590.22;657.13
RBC;2019-03-01;288.61;329.33;256.45;361.49
ARG;2019-03-01;96.86;103.1;74.96;125
LYD;2019-03-02;113.8;139.73;108.55;144.98
BELL;2019-03-03;67.28;102.64;55.43;114.49
RBC;2019-02-28;925.97;934.63;911.95;948.65
TSLA;2019-03-03;94.96;116.05;84.6;126.41
BELL;2019-03-01;595.78;623.51;552.22;667.06
DC.WT;2019-03-01;660.11;706.9;645.04;721.97
DC.WT;2019-03-04;207.18;232.29;161.02;278.45
GOOG;2019-03-01;367.99;395.21;321.48;441.72
DC.WT;2019-03-04;540.89;587.76;496.85;631.8
RBC;2019-03-01;342.04;367.64;319.45;390.23
BELL;2019-03-02;999.5;1033.94;959.87;1073.56
ARG;2019-03-04;20.68;24.5;-12.78;57.96
BELL;2019-03-01;341.09;367.5;329.71;378.88
GOOG;2019-03-04;543.23;592.41;514.35;621.29
GOOG;2019-03-03;834.02;863.18;788.97;908.23
TSLA;2019-03-02;290.84;335.02;267.29;358.57
ROG;2019-03-02;909.04;914.72;907.37;916.4
L.PR.B;2019-02-28;195.09;233.84;191.06;237.86
ROG;2019-03-03;199.62;240.91;192.39;248.13
RBC;2019-03-03;151.41;193.77;143.7;201.49
BELL;2019-03-01;730.41;757.03;692.11;795.32
LYD;2019-03-01;559.46;587.63;552.29;594.8
BELL;2019-03-01;840.3;853.4;811.99;881.71
ARG;2019-03-01;803.81;830.33;760;874.14
RBC;2019-03-04;723.48;747.22;680.87;789.83
ROG;2019-03-02;370.76;414;334.1;450.66
ARG;2019-03-04;434.94;438.78;421.72;452
MSFT;2019-02-28;165.24;181.94;144.75;202.43
TSLA;2019-03-04;117.72;135.4;93.98;159.14
BELL;2019-03-03;691.44;727.96;641.55;777.85
DC.WT;2019-03-01;654.93;665.96;635.88;685.01
LYD;2019-02-28;928.97;945.12;907.67;966.42
L.PR.B;2019-02-28;1.62;16.22;-46.32;64.16
LYD;2019-02-28;279.93;295.16;263.21;311.89
RBC;2019-02-28;40.4;45.5;-1.73;87.62
TSLA;2019-02-28;210.69;212.8;161.76;261.73
ROG;2019-03-03;725;771.63;698;798.63
RBC;2019-03-03;959.76;1007.67;947.06;1020.37
RBC;2019-03-04;526.25;561.67;500.34;587.57
RBC;2019-03-02;531.82;579.11;483.78;627.14
TSLA;2019-03-03;147.6;194.93;144.33;198.19
MSFT;2019-03-03;511.25;515.3;476.19;550.36
RBC;2019-03-04;576.22;592.68;538.46;630.45
LYD;2019-03-03;362.17;408.08;357.15;413.1
MSFT;2019-02-28;262.59;263;233.23;292.37
RBC;2019-03-03;734.67;784.29;719.77;799.19
DC.WT;2019-03-03;986;1027.73;948.42;1065.31
TSLA;2019-03-03;355.99;405.21;320.46;440.74
TSLA;2019-03-02;288.65;291.74;280.65;299.75
BELL;2019-02-28;379.79;402.01;334.86;446.94
MSFT;2019-03-04;478.53;525.05;462.25;541.32
BELL;2019-03-04;615.89;641.17;602.26;654.81
GOOG;2019-03-01;647.74;687.62;633.71;701.65
GOOG;2019-03-04;317.93;365.4;273.29;410.03
GOOG;2019-02-28;148.77;191.75;140.58;199.94
TSLA;2019-03-02;788.95;810.43;740.86;858.53
ROG;2019-03-04;809.4;838.57;792.29;855.68
L.PR.B;2019-03-02;39.14;66.75;-8.85;114.74
RBC;2019-03-01;431.37;431.78;387.93;475.22
L.PR.B;2019-02-28;597.67;625.24;580.31;642.6
GOOG;2019-03-03;915.99;955.09;904.07;967.01
TSLA;2019-02-28;653.09;698.28;609.06;742.31
GOOG;2019-02-28;777.86;791.55;756.29;813.12
ARG;2019-03-01;76.86;124.81;66.03;135.65
ARG;2019-02-28;737.36;738.41;712.29;763.49
LYD;2019-03-01;590.49;636.71;562.41;664.79
ARG;2019-03-02;770.68;781.88;746.93;805.64
GOOG;2019-02-28;629.09;662.57;602.28;689.38
RBC;2019-03-01;816.5;837.32;775.83;877.99
ARG;2019-02-28;13.78;19.83;4.38;29.22
LYD;2019-03-03;392.12;419.56;365.17;446.51
BELL;2019-03-02;282.9;292.48;258.5;316.87
L.PR.B;2019-02-28;541.39;564.33;525.34;580.38
BELL;2019-03-02;607.28;642;591.96;657.33
DC.WT;2019-03-03;778.59;822.15;768.37;832.38
GOOG;2019-02-28;480.12;505.1;449.34;535.88
L.PR.B;2019-03-03;400.22;412.92;393.46;419.68
LYD;2019-03-03;238.87;257.74;214.14;282.48
DC.WT;2019-03-02;214.65;261.57;183.9;292.31
RBC;2019-02-28;959.53;1009.13;944.29;1024.37
ARG;2019-03-04;526.94;559.96;491.09;595.81
TSLA;2019-03-04;120.86;160.99;86.42;195.43
RBC;2019-03-03;709.28;719.71;673.04;755.95
GOOG;2019-03-02;508.81;541.21;507.29;542.73
L.PR.B;2019-03-02;564.22;601.42;522.9;642.75
ROG;2019-02-28;858.07;872.17;847.9;882.35
RBC;2019-03-02;680.59;728.28;645.48;763.4
TSLA;2019-03-04;253.92;266.09;250.02;269.98
LYD;2019-03-04;35.41;45.78;-0.03;81.22
L.PR.B;2019-03-03;213.05;255.57;206.67;261.95
DC.WT;2019-02-28;336.84;361.21;292.53;405.52
MSFT;2019-03-04;137.89;187.62;134.21;191.3
GOOG;2019-03-04;374.98;396.79;347.5;424.27
TSLA;2019-03-02;344.9;362.5;305.12;402.28
TSLA;2019-02-28;629.73;649.66;623.64;655.75
LYD;2019-02-28;687.27;732.2;664.92;754.55
RBC;2019-03-03;11.3;44.32;-18.06;73.68
BELL;2019-02-28;424.21;443.25;392.99;474.48
DC.WT;2019-02-28;292.02;294.11;257.32;328.81
GOOG;2019-03-01;144.52;181.31;98.64;227.18
L.PR.B;2019-03-04;786.93;798.94;784.93;800.95
TSLA;2019-03-03;625.31;664.92;620.26;669.97
MSFT;2019-03-03;245.14;246.77;220.2;271.7
LYD;2019-03-04;612.37;631.82;574.81;669.37
DC.WT;2019-02-28;714.73;737.75;683.85;768.62
MSFT;2019-03-02;588.96;612.52;585.17;616.31
TSLA;2019-03-02;486.53;495.68;447.27;534.94
MSFT;2019-03-03;595;626.62;564.42;657.2
DC.WT;2019-03-03;586.51;634.2;536.75;683.96
MSFT;2019-03-04;295.94;309.01;272.98;331.97
LYD;2019-03-02;387.73;389.65;382.18;395.2
L.PR.B;2019-03-01;781.12;806.67;773.34;814.45
LYD;2019-02-28;716.12;728.63;704.89;739.86
DC.WT;2019-03-03;890.83;918.47;864.37;944.93
MSFT;2019-02-28;532.94;545.42;530.52;547.84
DC.WT;2019-03-03;351.63;355.96;347.64;359.96
LYD;2019-03-03;391.21;439.23;389.46;440.98
L.PR.B;2019-03-01;355.34;391.38;311.78;434.94
ARG;2019-03-02;331.23;377.81;319.37;389.66
L.PR.B;2019-03-04;220.48;267.84;202.97;285.36
DC.WT;2019-03-04;53.48;102.77;43.91;112.33
RBC;2019-03-02;826.78;842.97;791.89;877.86
LYD;2019-03-04;785.3;794.7;757.39;822.62
BELL;2019-02-28;188.38;196.53;153.18;231.73
RBC;2019-03-02;219.12;226.43;191.1;254.45
LYD;2019-03-03;574.71;596.97;556.78;614.9
L.PR.B;2019-03-04;133.59;142.13;93.12;182.6
ROG;2019-03-02;291.44;304.6;281.24;314.8
ARG;2019-03-01;88.39;135.71;82.73;141.36
ARG;2019-03-04;335.51;362.1;308.06;389.55
GOOG;2019-03-04;853.46;902.61;832.01;924.07
DC.WT;2019-02-28;700.26;711.98;659.97;752.28
LYD;2019-03-04;476.53;498.12;426.99;547.67
ARG;2019-03-01;334.22;362.62;303.77;393.08
MSFT;2019-03-02;992.94;1031.32;980.57;1043.69
LYD;2019-03-03;223.11;229.41;201.65;250.87
ROG;2019-03-04;804.66;812.05;790.95;825.75
LYD;2019-03-04;125.94;171.21;117.16;179.98
TSLA;2019-03-02;888.24;936.59;845.29;979.55
BELL;2019-03-01;639.61;672.74;614.74;697.61
GOOG;2019-03-03;716.52;737.8;669.28;785.04
TSLA;2019-03-02;329.71;349.59;327.95;351.35
L.PR.B;2019-03-01;329.29;356.33;324.77;360.85
DC.WT;2019-03-02;355.98;398.52;309.58;444.92
RBC;2019-02-28;612.16;649.63;569.8;691.99
BELL;2019-03-01;242.31;272.61;203.01;311.92
GOOG;2019-03-03;66.92;104.46;51.89;119.49
TSLA;2019-03-04;262.13;300.18;246.29;316.03
MSFT;2019-03-02;420.57;422.89;382.82;460.64
BELL;2019-03-03;843.34;881.17;822.95;901.55
RBC;2019-02-28;162.91;173.47;119.29;217.09
MSFT;2019-02-28;859.41;888.56;855.07;892.9
ROG;2019-03-03;79.14;79.18;49.15;109.16
ROG;2019-03-04;134.29;177.26;101.76;209.79
L.PR.B;2019-02-28;603.91;629.84;578.64;655.1
ROG;2019-03-04;367.13;398.57;323.49;442.21
MSFT;2019-03-02;650.91;668.61;643.63;675.89
GOOG;2019-03-01;575.78;609.09;555.98;628.89
L.PR.B;2019-03-02;342.13;354.93;299.3;397.75
ROG;2019-03-03;799.81;824.11;754.37;869.55
LYD;2019-03-01;781.8;788.19;733.48;836.51
GOOG;2019-03-02;429.75;475.91;422.23;483.43
L.PR.B;2019-02-28;1.63;24.43;-40.32;66.39
L.PR.B;2019-03-02;966.48;990.75;955.64;1001.59
TSLA;2019-03-02;40.96;64.96;24.58;81.34
BELL;2019-03-03;85.63;133.51;37.87;181.27
TSLA;2019-02-28;961.94;965;928.02;998.92
TSLA;2019-03-04;706.63;712.93;687.48;732.08
TSLA;2019-02-28;519.09;532.08;518.54;532.63
LYD;2019-03-01;69.37;89;66.16;92.21
L.PR.B;2019-03-03;14.56;57.1;-30.55;102.2
DC.WT;2019-03-01;98.7;145.99;65.52;179.17
TSLA;2019-03-04;774.05;796.5;740.85;829.7
ARG;2019-03-01;457.91;487.69;428.89;516.71
ROG;2019-02-28;592.57;621.71;561.48;652.81
BELL;2019-03-01;183.69;198.07;172.48;209.28
TSLA;2019-03-04;304.18;345.31;292.22;357.26
TSLA;2019-03-03;351.7;390.82;351.38;391.15
RBC;2019-03-02;882.55;904.61;868.07;919.09
GOOG;2019-03-03;758.91;788.79;709.13;838.56
BELL;2019-03-04;409.39;430.57;363.9;476.06
TSLA;2019-03-01;520.63;559.81;514.54;565.91
L.PR.B;2019-03-04;255.77;295.9;240.44;311.22
L.PR.B;2019-03-02;368.78;371.85;358.26;382.37
ROG;2019-03-02;531.61;548.8;489.56;590.85
DC.WT;2019-03-02;996.44;1009.87;979.07;1027.25
TSLA;2019-02-28;976.9;984.88;948.12;1013.66
ARG;2019-02-28;133.44;182.25;114.12;201.58
LYD;2019-03-04;469.9;498.93;468.74;500.1
LYD;2019-03-02;975.07;990.14;969.1;996.1
MSFT;2019-03-03;790.9;838.15;750.29;878.76
GOOG;2019-03-01;316.78;349.09;305.33;360.54
L.PR.B;2019-03-02;933;954.83;904.52;983.3
TSLA;2019-03-02;477.81;488.59;439.27;527.13
TSLA;2019-02-28;495.66;517.65;452.34;560.98
ARG;2019-03-01;941.44;949.67;905.89;985.23
DC.WT;2019-03-03;79.97;117.16;59.96;137.16
L.PR.B;2019-03-01;136.18;180.21;96.64;219.75
MSFT;2019-03-03;109.9;140.9;67.32;183.48
MSFT;2019-03-04;261.11;306.68;225.1;342.69
DC.WT;2019-03-02;999.26;1035.27;972.15;1062.38
TSLA;2019-03-04;727.13;766.04;713.82;779.34
LYD;2019-03-01;470.68;483.37;430.27;523.78
ROG;2019-03-01;94.62;112.69;82.32;124.99
DC.WT;2019-02-28;650.68;658.34;612.87;696.15
RBC;2019-02-28;796.5;835.19;776.73;854.96
TSLA;2019-03-03;994.82;1040.31;955.49;1079.64
LYD;2019-03-01;97.53;119.44;60.44;156.53
ROG;2019-02-28;382.56;406.26;374.14;414.69
ROG;2019-03-04;750.84;755.43;733.04;773.23
ROG;2019-03-04;529.57;554.64;489.54;594.67
LYD;2019-03-04;761.31;782.74;720.28;823.77
BELL;2019-02-28;990.77;1032.3;941.57;1081.5
DC.WT;2019-03-03;765.18;799.42;747.19;817.41
MSFT;2019-03-01;129.66;146.33;93.51;182.48
MSFT;2019-03-02;899.72;949.62;873.05;976.3
ROG;2019-02-28;296.24;330;272.04;354.2
GOOG;2019-02-28;882.4;927.43;843.11;966.72
LYD;2019-03-03;610.98;613.72;610.53;614.18
RBC;2019-03-01;957.96;997.23;956.12;999.07
ARG;2019-03-04;449.12;490.09;411.83;527.38
L.PR.B;2019-03-03;671.56;714.53;647.01;739.08
TSLA;2019-03-01;661.95;684.27;657.96;688.26
ROG;2019-03-03;295.02;337.48;256.91;375.59
ARG;2019-03-03;752.35;769.73;747.63;774.46
TSLA;2019-03-01;241.25;241.61;230.12;252.74
RBC;2019-03-01;30.13;65.16;-3.23;98.52
ARG;2019-03-04;353.81;364.68;350.23;368.27
DC.WT;2019-03-01;305.23;342.85;256.39;391.69
BELL;2019-02-28;248.05;289.64;210.61;327.08
RBC;2019-03-01;864.29;887.8;821.21;930.88
DC.WT;2019-03-04;488.69;510.94;469.47;530.16
ROG;2019-03-02;976.55;992.15;962.1;1006.6
DC.WT;2019-03-01;687.52;737.18;638.52;786.18
BELL;2019-02-28;522.13;549.46;503.41;568.18
LYD;2019-03-03;220.05;251.48;191.93;279.6
MSFT;2019-02-28;473.94;479.92;429.36;524.49
DC.WT;2019-03-01;522.75;550.8;502.69;570.86
MSFT;2019-03-02;327.71;339.37;312.85;354.22
TSLA;2019-03-01;632.63;645.08;588.93;688.79
MSFT;2019-03-01;698.96;737.22;675.44;760.74
ARG;2019-03-01;182.44;189.82;175.98;196.28
MSFT;2019-03-02;353.88;366.93;332.75;388.07
ARG;2019-03-02;279.12;303.95;278;305.06
L.PR.B;2019-03-04;739.92;765.42;708.56;796.77
RBC;2019-03-02;782.84;819.38;765.77;836.46
GOOG;2019-03-03;749.09;773.77;738.13;784.74
L.PR.B;2019-03-04;679.49;680.14;631.88;727.75
L.PR.B;2019-03-02;579.81;602.77;563.09;619.49
GOOG;2019-03-02;256.1;285.16;206.74;334.52
L.PR.B;2019-03-03;504.08;538.89;466.79;576.18
DC.WT;2019-03-01;828.55;868.17;825.56;871.15
TSLA;2019-02-28;499.1;545.5;477.8;566.8
MSFT;2019-03-03;895.91;902.12;867.56;930.47
TSLA;2019-03-04;606.59;650.7;575.27;682.02
ARG;2019-03-01;554.86;604.36;515.85;643.37
GOOG;2019-03-04;493.2;536.45;480.46;549.18
MSFT;2019-03-04;764.6;812.61;730.44;846.77
DC.WT;2019-03-02;659.6;668.31;640.78;687.13
TSLA;2019-03-02;598.46;621.97;549.24;671.2
BELL;2019-03-01;637.81;649.52;611.81;675.52
RBC;2019-02-28;385.16;409.36;339.89;454.63
MSFT;2019-03-03;128.94;173.64;99.38;203.2
DC.WT;2019-02-28;748.95;777.76;725.84;800.86
BELL;2019-03-02;524.36;571.11;487.65;607.82
BELL;2019-03-03;766.5;791.57;716.51;841.57
DC.WT;2019-03-04;715.73;743.82;673.3;786.25
ROG;2019-03-02;158.72;178.73;150.46;186.99
GOOG;2019-03-02;532.4;574.82;501.62;605.6
ROG;2019-03-04;142.19;168.86;140.42;170.63
MSFT;2019-03-02;909.09;952.62;888.32;973.4
DC.WT;2019-03-02;679.38;686.22;630.2;735.4
L.PR.B;2019-03-02;15.32;22.68;-2.88;40.88
DC.WT;2019-03-02;267.28;315.79;223.97;359.1
BELL;2019-03-02;91.53;129.89;88.88;132.53
ARG;2019-03-02;795.42;832.51;760.74;867.19
MSFT;2019-03-04;847.64;871.24;847.04;871.83
L.PR.B;2019-03-03;542.37;561.56;494.78;609.15
RBC;2019-03-02;705.8;729.37;660.55;774.62
GOOG;2019-03-03;425.85;428.74;384.83;469.76
ROG;2019-03-03;885.09;904.26;864.98;924.38
MSFT;2019-03-03;188.3;228.1;172.12;244.28
ARG;2019-03-03;207.6;224.63;192.68;239.56
RBC;2019-03-03;198.44;203.1;162.09;239.46
GOOG;2019-02-28;876.96;903.67;867.05;913.58
RBC;2019-03-03;545.29;587.46;521.11;611.64
ROG;2019-03-02;408.89;455.29;393;471.18
LYD;2019-03-03;519.75;541.23;508.58;552.39
L.PR.B;2019-02-28;763.8;800.22;754.12;809.9
ARG;2019-03-02;29.56;76.23;28.69;77.1
BELL;2019-03-03;659.08;676.68;636.07;699.68
TSLA;2019-03-02;136.92;141.86;110.39;168.39
RBC;2019-03-03;902.74;949.88;898.32;954.3
DC.WT;2019-03-02;726.92;774.36;696.92;804.35
L.PR.B;2019-02-28;842.12;886.2;813.78;914.54
GOOG;2019-03-03;6.92;43.07;-5.53;55.52
ROG;2019-03-04;281.4;309.88;243.23;348.04
TSLA;2019-03-02;668.37;700.82;624.98;744.2
MSFT;2019-03-01;885.79;923.5;865;944.29
GOOG;2019-03-03;866.67;875.76;821.41;921.02
MSFT;2019-02-28;874.2;924.14;826.27;972.07
TSLA;2019-03-02;738.36;782.74;718.51;802.59
ARG;2019-03-04;98.16;111.93;81.63;128.46
DC.WT;2019-03-04;919.87;949.03;887.45;981.45
RBC;2019-03-03;714.79;750.74;703.92;761.61
LYD;2019-03-04;826.96;844.63;780.11;891.48
MSFT;2019-03-01;182.88;209.02;159.31;232.59
GOOG;2019-03-01;769.8;793.74;739.58;823.95
MSFT;2019-03-04;875.69;912.43;843.05;945.07
RBC;2019-03-02;415.48;435.72;379.77;471.42
LYD;2019-03-03;572.53;614.79;539.04;648.29
ARG;2019-03-03;492.79;533.87;460.49;566.16
TSLA;2019-03-01;522.87;550.84;522.75;550.96
GOOG;2019-02-28;966.98;1009.65;953.16;1023.47
DC.WT;2019-03-04;477.14;478.08;449.92;505.31
LYD;2019-03-03;85.52;90.76;67.64;108.64
LYD;2019-02-28;880.31;886.86;874.18;892.99
GOOG;2019-03-01;478.2;501.29;464.52;514.97
BELL;2019-03-01;927.25;938.65;903.37;962.53
RBC;2019-02-28;48.45;66.03;2.85;111.63
BELL;2019-03-01;725.5;748.14;713.45;760.19
LYD;2019-02-28;102.29;107.33;66.66;142.96
RBC;2019-03-03;970.13;978.25;962.33;986.05
LYD;2019-03-03;684.36;702.91;677.6;709.66
L.PR.B;2019-03-04;176.1;185.51;174.2;187.41
TSLA;2019-03-01;664.68;681.52;651.93;694.27
RBC;2019-03-02;121.54;169.98;86.15;205.37
TSLA;2019-03-04;31.15;75.61;20.03;86.73
LYD;2019-03-02;556.73;599.78;522.94;633.57
ARG;2019-03-01;657;659.52;639.98;676.54
LYD;2019-03-03;300.01;304.86;254.5;350.37
ARG;2019-03-03;279.24;312.97;232.54;359.67
LYD;2019-03-02;20.28;36.9;-19.5;76.67
DC.WT;2019-03-04;917;939.25;884.64;971.61
TSLA;2019-03-03;449.76;472.15;427;494.91
TSLA;2019-03-04;576.8;576.88;571.83;581.85
LYD;2019-03-03;93.94;115.09;79.78;129.25
L.PR.B;2019-03-04;795.97;803.97;795.61;804.33
TSLA;2019-03-03;397.2;410.83;365.42;442.6
MSFT;2019-03-04;681.13;699.41;636.94;743.6
TSLA;2019-03-02;515.47;556.07;487.58;583.96
BELL;2019-02-28;617.79;636.14;594.81;659.12
LYD;2019-03-01;773.75;775.67;768.95;780.47
DC.WT;2019-03-02;557.92;606.59;542.68;621.82
L.PR.B;2019-02-28;766.51;814.15;761.05;819.62
TSLA;2019-03-03;636.35;656.19;621.37;671.17
LYD;2019-03-01;784.01;809.19;773.61;819.59
ROG;2019-03-04;601.04;649.27;564.4;685.91
L.PR.B;2019-03-01;358.12;386.43;354.7;389.86
TSLA;2019-03-02;392.34;436.48;372.52;456.29
LYD;2019-02-28;227.85;255.03;223.35;259.52
L.PR.B;2019-03-04;699.14;742.19;679.08;762.25
BELL;2019-03-04;945.86;948.61;908.28;986.18
BELL;2019-03-03;313.08;355.77;289.88;378.97
BELL;2019-03-04;450.02;469.67;412.12;507.57
BELL;2019-02-28;951.11;961.22;936.97;975.35
TSLA;2019-03-02;653.53;692.09;614.86;730.76
MSFT;2019-03-04;300.69;339.89;275.64;364.94
GOOG;2019-03-03;516.85;529.62;516.12;530.35
L.PR.B;2019-03-02;221.38;230.43;210.91;240.9
MSFT;2019-03-01;777.5;779.93;758.27;799.17
RBC;2019-03-02;196.92;209.41;149.72;256.61
TSLA;2019-03-01;8.25;55.28;-41.72;105.25
LYD;2019-03-03;562.67;574.57;517.49;619.74
DC.WT;2019-03-01;660.6;681;631.7;709.89
RBC;2019-02-28;1.46;13.86;-26.25;41.56
ROG;2019-03-04;771.92;815.12;749.98;837.06
MSFT;2019-03-04;564.87;585.72;547.22;603.36
BELL;2019-03-04;959.42;983.23;944.06;998.59
LYD;2019-03-03;618.35;629.46;587.38;660.44
GOOG;2019-03-01;727.39;763.1;708.61;781.88
BELL;2019-03-01;575.91;583.12;563.34;595.69
MSFT;2019-03-01;664.42;676.55;640.36;700.6
ROG;2019-03-04;717.96;764.87;717.79;765.04
GOOG;2019-02-28;311.84;327.55;284.22;355.16
LYD;2019-02-28;637.89;650.53;606.89;681.53
LYD;2019-03-01;841.88;863;800.12;904.76
RBC;2019-03-02;801.89;825.32;800.2;827.01
TSLA;2019-03-03;334.51;352.91;320.71;366.71
LYD;2019-02-28;736.88;746.39;688.38;794.88
RBC;2019-03-03;693.15;730.16;651.51;771.81
LYD;2019-03-01;307.23;309.88;297.63;319.48
RBC;2019-03-03;547.64;577.37;525.8;599.21
TSLA;2019-03-01;572.31;607.12;552.17;627.26
BELL;2019-03-04;392.83;400.77;356.9;436.7
BELL;2019-02-28;957.37;991.68;944.1;1004.95
BELL;2019-03-04;296.51;343.52;263.1;376.92
BELL;2019-02-28;164.78;188.35;131;222.14
LYD;2019-03-03;369.98;378.2;351.43;396.75
TSLA;2019-02-28;907.68;928.14;887.75;948.07
RBC;2019-03-01;788.69;793.41;750.7;831.4
ARG;2019-02-28;445.03;477.43;432.56;489.9
GOOG;2019-02-28;44.81;91.39;32.74;103.46
GOOG;2019-03-04;365.33;369.43;336.14;398.62
DC.WT;2019-03-02;706.26;722.59;703.72;725.13
GOOG;2019-03-01;38.73;39.58;-7.69;86
LYD;2019-03-03;45;75.05;38.89;81.15
LYD;2019-02-28;939.99;969.2;910.03;999.15
MSFT;2019-03-03;5.23;25.49;-42.76;73.48
RBC;2019-03-01;947.4;962.1;918.08;991.43
TSLA;2019-03-02;496.46;529.68;467.41;558.73
RBC;2019-03-04;623.82;673;621.44;675.38
DC.WT;2019-02-28;685.91;732.2;648.14;769.97
MSFT;2019-03-04;671.39;677.13;631.66;716.86
DC.WT;2019-02-28;907.68;945.38;899.03;954.03
MSFT;2019-03-04;269.49;272.47;266.31;275.64
TSLA;2019-02-28;537.38;576.49;517.55;596.32
LYD;2019-02-28;233.61;266.33;230.52;269.42
ARG;2019-03-04;557.33;572.98;537.56;592.75
ROG;2019-03-02;892.6;932.29;878.42;946.47
DC.WT;2019-03-03;139.55;155.12;127.91;166.76
LYD;2019-03-01;693.21;720.2;682.38;731.02
TSLA;2019-03-01;143.32;163.17;128.21;178.28
DC.WT;2019-03-03;412.35;434.49;382.99;463.85
TSLA;2019-03-03;613.73;621.56;609.9;625.38
MSFT;2019-03-02;374.77;403.64;327.52;450.89
TSLA;2019-02-28;59.18;84.48;16.15;127.52
DC.WT;2019-03-01;302.1;311.7;296.07;317.73
GOOG;2019-03-03;666.87;677.66;664.91;679.62
DC.WT;2019-02-28;416.81;463.9;401.37;479.33
TSLA;2019-03-01;779.94;790.58;759.66;810.86
L.PR.B;2019-03-01;124.58;128.68;116.51;136.74
LYD;2019-02-28;502.73;548.92;453.39;598.26
GOOG;2019-02-28;992.11;1020.64;968.74;1044.01
ARG;2019-03-01;644.93;653.28;644.79;653.41
ROG;2019-03-03;519.51;534.23;477.02;576.72
TSLA;2019-03-04;9.75;17.19;-8.05;34.99
RBC;2019-03-02;230.18;272.08;207.27;294.99
L.PR.B;2019-03-01;5.18;5.91;-6.95;18.04
RBC;2019-03-03;496.41;532.32;448.12;580.61
GOOG;2019-02-28;512.58;516.42;494.17;534.82
DC.WT;2019-03-03;224.6;257.26;192.91;288.95
DC.WT;2019-03-04;932.52;974.09;926.75;979.86
TSLA;2019-03-01;664.76;674.49;629.2;710.05
MSFT;2019-03-04;917.53;946.65;915.05;949.13
ROG;2019-03-01;481.65;486.03;474.08;493.6
MSFT;2019-03-03;461.04;480.92;443.83;498.13
DC.WT;2019-02-28;161.89;178.23;154.64;185.49
GOOG;2019-03-01;682.7;716.69;679.27;720.11
ARG;2019-03-01;874.05;894.74;833.53;935.26
LYD;2019-02-28;218.42;268.09;178.77;307.75
BELL;2019-03-04;319.87;325.12;271.33;373.66
GOOG;2019-03-04;286.48;332.08;255.79;362.77
L.PR.B;2019-03-03;618.73;640.3;612.5;646.53
TSLA;2019-03-04;11.66;39.2;8.13;42.73
MSFT;2019-03-04;267.12;281.31;225.74;322.7
L.PR.B;2019-03-03;730.33;731.02;720.47;740.87
ARG;2019-03-03;451.87;479.51;415.77;515.62
DC.WT;2019-03-01;175.91;216.33;141.88;250.36
ARG;2019-03-04;657.75;687.1;619.32;725.54
MSFT;2019-03-02;223.03;229.54;185.13;267.44
LYD;2019-03-02;703.79;731.18;670.91;764.05
ROG;2019-03-01;481.17;513.95;433.92;561.2
LYD;2019-03-03;263.71;306.32;233.91;336.12
RBC;2019-02-28;498.82;506.87;470.58;535.11
BELL;2019-03-01;767.97;809.02;754.69;822.3
ARG;2019-03-04;920.88;932.06;883.39;969.55
L.PR.B;2019-02-28;493.29;511.24;463.02;541.51
BELL;2019-03-04;419.69;438.35;389.75;468.29
MSFT;2019-03-01;693.06;707.75;683.98;716.83
GOOG;2019-03-01;983.44;987.25;946.6;1024.1
ARG;2019-03-01;405.97;443.5;405.7;443.77
MSFT;2019-03-01;453.65;457.61;425.21;486.05
BELL;2019-03-04;876.7;894.95;847.35;924.31
BELL;2019-03-02;548.7;561.63;503.4;606.92
ROG;2019-03-03;14.66;33.72;-5.89;54.27
ARG;2019-03-02;414.06;421.14;398.33;436.87
DC.WT;2019-03-01;915.07;957.98;900.36;972.69
L.PR.B;2019-03-02;70.38;88.16;26.67;131.86
TSLA;2019-03-02;232.33;246.19;222.66;255.86
ARG;2019-03-02;679.98;688.69;665.71;702.96
RBC;2019-03-04;817.91;862.78;799.6;881.09
BELL;2019-03-04;733.89;745.54;720.87;758.56
ROG;2019-03-02;237.65;286.82;193.64;330.83
MSFT;2019-03-03;895.31;918.82;872.62;941.51
GOOG;2019-03-01;618.8;633.24;576.76;675.28
L.PR.B;2019-03-04;370.54;411.63;358.98;423.18
DC.WT;2019-03-04;716.03;763.85;669.21;810.67
LYD;2019-03-02;384.33;422.13;370.97;435.49
MSFT;2019-03-02;35.48;76.38;-7.1;118.96
RBC;2019-02-28;764.54;793.56;722.48;835.62
BELL;2019-03-03;32.79;55.71;-6.51;95.01
DC.WT;2019-03-01;783.89;815.44;765.3;834.04
LYD;2019-03-02;183.34;193.89;141.35;235.88
TSLA;2019-03-02;41.34;75.13;35.14;81.33
BELL;2019-03-03;413.16;460.52;376.91;496.77
